System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:47:16:970, 40787399778303,  130.070,   57.000, 3700,  18.193,2674.141, 742.817,  13.545,2066.439, 574.011, 66,  0,   0.000,   0.000,   0.000,   0.137,  16.368,   4.547,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  72.568
13:47:17:077, 40787658295138,  130.177,   54.000, 3700,  17.463,2676.007, 743.335,  12.905,2067.818, 574.394, 64,  0,   0.000,   0.000,   0.000,   0.033,  16.371,   4.548,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  89.624
13:47:17:185, 40787921425970,  130.285,   66.000, 3700,  20.717,2678.261, 743.961,  16.034,2069.562, 574.878, 67,  0,   0.000,   0.000,   0.000,   0.100,  16.382,   4.551,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  87.924
13:47:17:308, 40788217465626,  130.408,   63.000, 2100,  19.293,2680.622, 744.617,  14.747,2071.367, 575.380, 61,  0,   0.000,   0.000,   0.000,   0.067,  16.391,   4.553,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  89.702
13:47:17:431, 40788514419910,  130.531,   66.000, 3400,  21.312,2683.238, 745.344,  16.626,2073.408, 575.947, 66,  0,   0.000,   0.000,   0.000,   0.051,  16.397,   4.555,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  91.583
13:47:17:554, 40788813618215,  130.654,   59.000, 3400,  19.220,2685.615, 746.004,  14.450,2075.195, 576.443, 63,  0,   0.000,   0.000,   0.000,   0.217,  16.424,   4.562,  24.000,  51.000, 105.000,   0.000,   0.000,  193,  51.805
13:47:17:663, 40789076412071,  130.763,   53.000, 3300,  15.820,2687.333, 746.481,  11.227,2076.414, 576.782, 63,  0,   0.000,   0.000,   0.000,   0.139,  16.439,   4.566,  24.000,  51.000, 105.000,   0.000,   0.000,   64,  65.592
13:47:17:772, 40789340987227,  130.872,   54.000, 3700,  15.740,2689.055, 746.960,  11.246,2077.644, 577.123, 64,  0,   0.000,   0.000,   0.000,   0.039,  16.443,   4.567,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  88.435
13:47:17:896, 40789639404644,  130.996,   53.000, 3000,  17.073,2691.161, 747.545,  12.524,2079.189, 577.553, 62,  0,   0.000,   0.000,   0.000,   0.068,  16.451,   4.570,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  80.915
13:47:18:007, 40789909159837,  131.107,   53.000, 2900,  16.890,2693.044, 748.068,  12.363,2080.568, 577.936, 65,  0,   0.000,   0.000,   0.000,   0.103,  16.463,   4.573,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  85.816
13:47:18:114, 40790166734440,  131.214,   56.000, 3800,  19.174,2695.085, 748.635,  14.619,2082.124, 578.368, 69,  0,   0.000,   0.000,   0.000,   0.022,  16.465,   4.574,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  87.915
13:47:18:222, 40790428497821,  131.322,   50.000, 1500,  17.146,2696.941, 749.150,  12.584,2083.486, 578.746, 61,  0,   0.000,   0.000,   0.000,   0.146,  16.481,   4.578,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  92.297
13:47:18:331, 40790693140212,  131.431,   50.000, 3800,  15.649,2698.653, 749.626,  11.136,2084.704, 579.084, 65,  0,   0.000,   0.000,   0.000,   0.129,  16.495,   4.582,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  89.963
13:47:18:439, 40790952416452,  131.538,   48.000, 3800,  18.983,2700.687, 750.191,  14.347,2086.242, 579.512, 66,  0,   0.000,   0.000,   0.000,   0.143,  16.510,   4.586,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  90.553
13:47:18:548, 40791217810182,  131.648,   56.000, 3800,  20.877,2702.977, 750.827,  16.236,2088.023, 580.006, 66,  0,   0.000,   0.000,   0.000,   0.092,  16.520,   4.589,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  90.488
13:47:18:671, 40791515980487,  131.771,   58.000, 2800,  17.980,2705.193, 751.443,  13.475,2089.684, 580.468, 60,  0,   0.000,   0.000,   0.000,   0.085,  16.531,   4.592,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  88.789
13:47:18:796, 40791818918675,  131.896,   65.000, 3600,  23.149,2708.092, 752.248,  18.447,2091.994, 581.109, 67,  0,   0.000,   0.000,   0.000,   0.161,  16.551,   4.598,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  88.838
13:47:18:904, 40792077522020,  132.003,   65.000, 3400,  21.963,2710.440, 752.900,  17.306,2093.844, 581.623, 68,  0,   0.000,   0.000,   0.000,   0.006,  16.552,   4.598,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  87.913
13:47:19:026, 40792375725060,  132.127,   57.000, 2900,  17.159,2712.555, 753.487,  12.549,2095.391, 582.053, 64,  0,   0.000,   0.000,   0.000,   0.110,  16.565,   4.601,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  87.354
13:47:19:151, 40792675911419,  132.251,   51.000, 3600,  15.207,2714.442, 754.012,  10.542,2096.699, 582.416, 63,  0,   0.000,   0.000,   0.000,   0.176,  16.587,   4.608,  24.000,  51.000, 105.000,   0.000,   0.000,  246,  60.257
13:47:19:260, 40792939815454,  132.360,   52.000, 2300,  16.206,2716.210, 754.503,  11.665,2097.971, 582.770, 64,  0,   0.000,   0.000,   0.000,   0.096,  16.598,   4.610,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  75.051
13:47:19:368, 40793201986308,  132.468,   50.000, 2400,  16.372,2717.984, 754.996,  11.778,2099.247, 583.124, 66,  0,   0.000,   0.000,   0.000,   0.085,  16.607,   4.613,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  89.740
13:47:19:478, 40793467080220,  132.578,   53.000, 3500,  19.399,2720.109, 755.586,  14.749,2100.864, 583.573, 64,  0,   0.000,   0.000,   0.000,   0.119,  16.620,   4.617,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  86.563
13:47:19:604, 40793772969483,  132.704,   55.000, 3200,  21.054,2722.772, 756.325,  16.467,2102.946, 584.152, 63,  0,   0.000,   0.000,   0.000,   0.096,  16.632,   4.620,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  87.276
13:47:19:726, 40794067223522,  132.826,   55.000, 3700,  18.393,2725.009, 756.947,  13.655,2104.607, 584.613, 66,  0,   0.000,   0.000,   0.000,   0.225,  16.659,   4.628,  24.000,  51.000, 105.000,   0.000,   0.000,  255,  62.123
13:47:19:835, 40794330271468,  132.935,   55.000, 2200,  18.566,2727.028, 757.508,  13.678,2106.094, 585.026, 66,  0,   0.000,   0.000,   0.000,   0.315,  16.693,   4.637,  24.000,  51.000, 105.000,   0.000,   0.000,  122,  57.757
13:47:19:958, 40794628688525,  133.058,   52.000, 3000,  17.184,2729.147, 758.096,  12.653,2107.655, 585.460, 64,  0,   0.000,   0.000,   0.000,   0.040,  16.698,   4.638,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  79.658
13:47:20:083, 40794929811471,  133.182,   56.000, 2900,  16.292,2731.175, 758.660,  11.749,2109.117, 585.866, 63,  0,   0.000,   0.000,   0.000,   0.108,  16.712,   4.642,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  91.201
13:47:20:206, 40795229382734,  133.306,   57.000, 2800,  16.800,2733.256, 759.238,  12.297,2110.640, 586.289, 60,  0,   0.000,   0.000,   0.000,   0.080,  16.722,   4.645,  24.000,  51.000, 105.000,   0.000,   0.000,  275,  54.340
13:47:20:329, 40795525905605,  133.429,   64.000, 3600,  23.771,2736.169, 760.047,  19.092,2112.980, 586.939, 67,  0,   0.000,   0.000,   0.000,   0.104,  16.734,   4.648,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  56.210
13:47:20:454, 40795828391046,  133.554,   65.000, 3400,  21.571,2738.866, 760.796,  16.878,2115.090, 587.525, 66,  0,   0.000,   0.000,   0.000,   0.097,  16.746,   4.652,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  90.665
13:47:20:574, 40796119296457,  133.674,   60.000, 3400,  18.639,2741.108, 761.419,  13.950,2116.768, 587.991, 64,  0,   0.000,   0.000,   0.000,   0.144,  16.764,   4.657,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  86.555
13:47:20:681, 40796378021487,  133.781,   51.000, 2900,  14.623,2742.672, 761.853,  10.044,2117.842, 588.289, 61,  0,   0.000,   0.000,   0.000,   0.128,  16.778,   4.660,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  90.418
13:47:20:789, 40796639464157,  133.889,   54.000, 2800,  15.143,2744.308, 762.308,  10.630,2118.991, 588.609, 62,  0,   0.000,   0.000,   0.000,   0.088,  16.787,   4.663,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  85.997
13:47:20:913, 40796937996720,  134.013,   49.000, 2900,  16.875,2746.390, 762.886,  12.069,2120.480, 589.022, 65,  0,   0.000,   0.000,   0.000,   0.342,  16.829,   4.675,  24.000,  51.000, 105.000,   0.000,   0.000,  218,  62.221
13:47:21:021, 40797199319152,  134.121,   50.000, 3800,  17.242,2748.253, 763.404,  12.643,2121.846, 589.402, 65,  0,   0.000,   0.000,   0.000,   0.136,  16.844,   4.679,  24.000,  51.000, 105.000,   0.000,   0.000,   69,  77.337
13:47:21:128, 40797459865690,  134.228,   52.000, 2900,  16.690,2750.050, 763.903,  12.230,2123.163, 589.767, 67,  0,   0.000,   0.000,   0.000,   0.004,  16.844,   4.679,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  88.001
13:47:21:236, 40797720870598,  134.336,   51.000, 3300,  17.682,2751.958, 764.433,  13.032,2124.569, 590.158, 65,  0,   0.000,   0.000,   0.000,   0.205,  16.866,   4.685,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  91.593
13:47:21:346, 40797985068640,  134.445,   55.000, 3400,  15.849,2753.689, 764.914,  11.366,2125.810, 590.503, 63,  0,   0.000,   0.000,   0.000,   0.035,  16.870,   4.686,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  83.555
13:47:21:469, 40798283784264,  134.569,   53.000, 3200,  17.047,2755.794, 765.498,  12.415,2127.343, 590.929, 65,  0,   0.000,   0.000,   0.000,   0.104,  16.883,   4.690,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  89.061
13:47:21:592, 40798582571685,  134.692,   54.000, 2900,  15.452,2757.702, 766.028,  10.924,2128.693, 591.303, 61,  0,   0.000,   0.000,   0.000,   0.096,  16.895,   4.693,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  83.135
13:47:21:716, 40798882146097,  134.816,   66.000, 3400,  22.614,2760.503, 766.806,  17.930,2130.913, 591.920, 67,  0,   0.000,   0.000,   0.000,   0.105,  16.908,   4.697,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  90.529
13:47:21:825, 40799145325365,  134.925,   65.000, 3300,  19.845,2762.662, 767.406,  15.206,2132.567, 592.380, 66,  0,   0.000,   0.000,   0.000,   0.061,  16.915,   4.699,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  90.668
13:47:21:949, 40799445978398,  135.049,   56.000, 3200,  18.504,2764.961, 768.045,  13.657,2134.264, 592.851, 61,  0,   0.000,   0.000,   0.000,   0.267,  16.948,   4.708,  24.000,  51.000, 105.000,   0.000,   0.000,   71,  86.418
13:47:22:071, 40799739970765,  135.171,   51.000, 2000,  14.145,2766.680, 768.522,   9.529,2135.422, 593.173, 64,  0,   0.000,   0.000,   0.000,   0.215,  16.974,   4.715,  24.000,  51.000, 105.000,   0.000,   0.000,   65,  85.057
13:47:22:195, 40800041662017,  135.295,   52.000, 3800,  15.844,2768.656, 769.071,  11.296,2136.831, 593.564, 65,  0,   0.000,   0.000,   0.000,   0.096,  16.986,   4.718,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  87.146
13:47:22:303, 40800302940338,  135.403,   53.000, 2900,  19.153,2770.725, 769.646,  14.340,2138.380, 593.994, 66,  0,   0.000,   0.000,   0.000,   0.280,  17.016,   4.727,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  87.957
13:47:22:412, 40800565892363,  135.512,   55.000, 2900,  17.801,2772.659, 770.183,  13.283,2139.823, 594.395, 65,  0,   0.000,   0.000,   0.000,   0.015,  17.018,   4.727,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  86.170
13:47:22:538, 40800869346985,  135.638,   53.000, 3100,  19.806,2775.144, 770.873,  15.032,2141.709, 594.919, 68,  0,   0.000,   0.000,   0.000,   0.245,  17.049,   4.736,  24.000,  51.000, 105.000,   0.000,   0.000,  147,  50.122
13:47:22:660, 40801165352033,  135.760,   51.000, 3800,  16.256,2777.133, 771.426,  11.735,2143.145, 595.318, 63,  0,   0.000,   0.000,   0.000,   0.068,  17.057,   4.738,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  86.143
13:47:22:767, 40801423747621,  135.867,   50.000, 3400,  17.414,2778.993, 771.942,  12.858,2144.518, 595.700, 65,  0,   0.000,   0.000,   0.000,   0.078,  17.065,   4.740,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  87.599
13:47:22:890, 40801722633849,  135.990,   52.000, 3200,  18.364,2781.262, 772.573,  13.672,2146.207, 596.169, 67,  0,   0.000,   0.000,   0.000,   0.207,  17.091,   4.747,  24.000,  51.000, 105.000,   0.000,   0.000,  123,  73.588
13:47:23:015, 40802025354190,  136.115,   61.000, 2900,  20.913,2783.879, 773.300,  16.148,2148.228, 596.730, 64,  0,   0.000,   0.000,   0.000,   0.200,  17.116,   4.754,  24.000,  51.000, 105.000,   0.000,   0.000,  136,  72.643
13:47:23:137, 40802319477756,  136.237,   60.000, 3200,  17.607,2786.019, 773.894,  13.014,2149.810, 597.170, 63,  0,   0.000,   0.000,   0.000,   0.125,  17.131,   4.759,  24.000,  51.000, 105.000,   0.000,   0.000,   66,  81.002
13:47:23:261, 40802620053031,  136.361,   67.000, 3300,  21.677,2788.713, 774.642,  16.940,2151.915, 597.754, 67,  0,   0.000,   0.000,   0.000,   0.112,  17.145,   4.763,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  90.789
13:47:23:385, 40802918255621,  136.485,   64.000, 3300,  19.217,2791.082, 775.300,  14.604,2153.715, 598.254, 65,  0,   0.000,   0.000,   0.000,   0.037,  17.150,   4.764,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  87.104
13:47:23:493, 40803180192423,  136.593,   54.000, 2900,  16.367,2792.854, 775.793,  11.812,2154.994, 598.609, 65,  0,   0.000,   0.000,   0.000,   0.084,  17.159,   4.766,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  88.466
13:47:23:618, 40803483500144,  136.718,   54.000, 2300,  19.123,2795.251, 776.459,  14.335,2156.791, 599.109, 60,  0,   0.000,   0.000,   0.000,   0.237,  17.189,   4.775,  24.000,  51.000, 105.000,   0.000,   0.000,  144,  72.670
13:47:23:742, 40803783081422,  136.842,   49.000, 3800,  17.105,2797.369, 777.047,  12.623,2158.354, 599.543, 66,  0,   0.000,   0.000,   0.000,   0.097,  17.201,   4.778,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  86.132
13:47:23:852, 40804049387483,  136.952,   48.000, 3700,  16.248,2799.158, 777.544,  11.756,2159.648, 599.902, 64,  0,   0.000,   0.000,   0.000,   0.062,  17.207,   4.780,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  89.439
13:47:23:976, 40804348398460,  137.076,   51.000, 3800,  17.286,2801.295, 778.137,  12.708,2161.219, 600.339, 66,  0,   0.000,   0.000,   0.000,   0.132,  17.224,   4.784,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  84.249
13:47:24:099, 40804646849793,  137.199,   51.000, 2900,  19.009,2803.640, 778.789,  14.434,2163.000, 600.833, 65,  0,   0.000,   0.000,   0.000,   0.080,  17.233,   4.787,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  91.949
13:47:24:208, 40804911587953,  137.308,   52.000, 3800,  17.131,2805.514, 779.310,  12.654,2164.385, 601.218, 64,  0,   0.000,   0.000,   0.000,   0.017,  17.235,   4.788,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  42.113
13:47:24:332, 40805210252959,  137.432,   52.000, 3000,  19.771,2807.955, 779.988,  15.023,2166.239, 601.733, 67,  0,   0.000,   0.000,   0.000,   0.215,  17.262,   4.795,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  89.267
13:47:24:439, 40805469804777,  137.539,   56.000, 2900,  20.162,2810.118, 780.588,  15.580,2167.911, 602.197, 65,  0,   0.000,   0.000,   0.000,   0.061,  17.268,   4.797,  24.000,  51.000, 105.000,   0.000,   0.000,   58,  86.610
13:47:24:563, 40805769082717,  137.663,   54.000, 1900,  14.974,2811.971, 781.103,  10.510,2169.211, 602.559, 60,  0,   0.000,   0.000,   0.000,   0.082,  17.279,   4.800,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  74.756
13:47:24:688, 40806070789845,  137.788,   64.000, 3800,  22.839,2814.819, 781.894,  18.063,2171.464, 603.184, 68,  0,   0.000,   0.000,   0.000,   0.186,  17.302,   4.806,  24.000,  51.000, 105.000,   0.000,   0.000,  220,  63.730
13:47:24:796, 40806334148905,  137.896,   65.000, 3700,  25.341,2817.578, 782.660,  20.470,2173.692, 603.803, 67,  0,   0.000,   0.000,   0.000,   0.228,  17.327,   4.813,  24.000,  51.000, 105.000,   0.000,   0.000,   95,  66.344
13:47:24:920, 40806631928818,  138.020,   53.000, 2300,  17.913,2819.783, 783.273,  13.390,2175.340, 604.261, 64,  0,   0.000,   0.000,   0.000,   0.040,  17.331,   4.814,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  83.443
13:47:25:028, 40806893187257,  138.128,   53.000, 3800,  16.791,2821.596, 783.777,  12.108,2176.648, 604.624, 63,  0,   0.000,   0.000,   0.000,   0.141,  17.347,   4.819,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  78.895
13:47:25:152, 40807195413521,  138.253,   54.000, 3200,  16.775,2823.692, 784.359,  12.144,2178.165, 605.046, 66,  0,   0.000,   0.000,   0.000,   0.112,  17.361,   4.822,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  87.992
13:47:25:260, 40807456228119,  138.360,   58.000, 2900,  19.869,2825.834, 784.954,  15.292,2179.814, 605.504, 65,  0,   0.000,   0.000,   0.000,   0.016,  17.363,   4.823,  24.000,  51.000, 105.000,   0.000,   0.000,    8,  87.245
13:47:25:370, 40807722067640,  138.470,   52.000, 2900,  18.292,2827.844, 785.512,  13.831,2181.333, 605.926, 63,  0,   0.000,   0.000,   0.000,   0.048,  17.368,   4.824,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  83.645
13:47:25:491, 40808014898444,  138.591,   48.000, 2900,  15.866,2829.764, 786.046,  11.568,2182.734, 606.315, 66,  0,   0.000,   0.000,   0.000,   0.067,  17.376,   4.827,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  76.995
13:47:25:614, 40808310509032,  138.713,   52.000, 3300,  18.967,2832.082, 786.689,  14.209,2184.470, 606.797, 66,  0,   0.000,   0.000,   0.000,   0.302,  17.413,   4.837,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  90.952
13:47:25:738, 40808611786357,  138.838,   56.000, 3600,  21.584,2834.770, 787.436,  17.014,2186.589, 607.386, 65,  0,   0.000,   0.000,   0.000,   0.045,  17.418,   4.838,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  80.551
13:47:25:860, 40808905727848,  138.959,   52.000, 1500,  16.663,2836.795, 787.999,  11.973,2188.044, 607.790, 61,  0,   0.000,   0.000,   0.000,   0.176,  17.440,   4.844,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  90.570
13:47:25:998, 40809240309081,  139.098,   62.000, 1500,  18.444,2839.345, 788.707,  13.836,2189.957, 608.321, 64,  0,   0.000,   0.000,   0.000,   0.151,  17.461,   4.850,  24.000,  51.000, 105.000,   0.000,   0.000,   67,  84.645
13:47:26:109, 40809508550159,  139.209,   64.000, 3500,  21.709,2841.753, 789.376,  17.144,2191.858, 608.849, 67,  0,   0.000,   0.000,   0.000,   0.006,  17.461,   4.850,  24.000,  51.000, 105.000,   0.000,   0.000,    7,  87.085
13:47:26:228, 40809798245788,  139.328,   68.000, 3300,  21.439,2844.320, 790.089,  16.672,2193.854, 609.404, 66,  0,   0.000,   0.000,   0.000,   0.119,  17.476,   4.854,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  88.290
13:47:26:352, 40810096403670,  139.452,   55.000, 3100,  16.743,2846.383, 790.662,  12.197,2195.358, 609.822, 65,  0,   0.000,   0.000,   0.000,   0.075,  17.485,   4.857,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  88.946
13:47:26:476, 40810397285333,  139.576,   49.000, 2900,  14.001,2848.125, 791.146,   9.482,2196.537, 610.149, 65,  0,   0.000,   0.000,   0.000,   0.101,  17.497,   4.860,  24.000,  51.000, 105.000,   0.000,   0.000,   48,  74.970
13:47:26:599, 40810695425242,  139.699,   53.000, 3700,  18.325,2850.383, 791.773,  13.576,2198.210, 610.614, 66,  0,   0.000,   0.000,   0.000,   0.243,  17.527,   4.869,  24.000,  51.000, 105.000,   0.000,   0.000,  172,  69.188
13:47:26:711, 40810965901117,  139.811,   54.000, 3700,  16.892,2852.272, 792.298,  12.410,2199.598, 610.999, 65,  0,   0.000,   0.000,   0.000,   0.023,  17.530,   4.869,  24.000,  51.000, 105.000,   0.000,   0.000,  439,  31.063
13:47:26:832, 40811258222789,  139.932,   48.000, 3800,  15.866,2854.189, 792.830,  11.348,2200.969, 611.380, 63,  0,   0.000,   0.000,   0.000,   0.097,  17.542,   4.873,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  70.296
13:47:26:954, 40811554480205,  140.054,   54.000, 3800,  20.255,2856.669, 793.519,  15.778,2202.901, 611.917, 69,  0,   0.000,   0.000,   0.000,   0.023,  17.545,   4.873,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  89.771
13:47:27:063, 40811816631431,  140.163,   53.000, 3700,  18.862,2858.713, 794.087,  14.375,2204.459, 612.350, 64,  0,   0.000,   0.000,   0.000,   0.024,  17.547,   4.874,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  91.737
13:47:27:172, 40812080290859,  140.272,   50.000, 3800,  16.235,2860.482, 794.578,  11.651,2205.729, 612.702, 62,  0,   0.000,   0.000,   0.000,   0.147,  17.563,   4.879,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  86.334
13:47:27:281, 40812344519270,  140.381,   54.000, 2600,  17.688,2862.414, 795.115,  13.148,2207.165, 613.101, 62,  0,   0.000,   0.000,   0.000,   0.029,  17.566,   4.880,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  92.110
13:47:27:389, 40812606210002,  140.489,   56.000, 1800,  11.992,2863.712, 795.475,   7.464,2207.972, 613.326, 60,  0,   0.000,   0.000,   0.000,   0.115,  17.579,   4.883,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  88.267
13:47:27:529, 40812944250567,  140.629,   55.000, 3500,  14.802,2865.780, 796.050,  10.294,2209.410, 613.725, 60,  0,   0.000,   0.000,   0.000,   0.150,  17.600,   4.889,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  87.809
13:47:27:652, 40813243450337,  140.753,   66.000, 3800,  22.698,2868.587, 796.830,  18.058,2211.644, 614.345, 70,  0,   0.000,   0.000,   0.000,   0.027,  17.603,   4.890,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  86.576
13:47:27:761, 40813507273423,  140.862,   66.000, 3200,  21.671,2870.950, 797.486,  16.738,2213.469, 614.853, 65,  0,   0.000,   0.000,   0.000,   0.311,  17.637,   4.899,  24.000,  51.000, 105.000,   0.000,   0.000,   67,  86.804
13:47:27:883, 40813801009437,  140.983,   51.000, 3300,  15.186,2872.794, 797.998,  10.696,2214.768, 615.213, 60,  0,   0.000,   0.000,   0.000,   0.011,  17.638,   4.899,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  92.340
13:47:28:009, 40814107494442,  141.110,   51.000, 2800,  13.170,2874.463, 798.462,   8.643,2215.863, 615.517, 62,  0,   0.000,   0.000,   0.000,   0.113,  17.653,   4.903,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  83.790
13:47:28:130, 40814400171986,  141.231,   51.000, 3800,  15.860,2876.381, 798.995,  11.211,2217.219, 615.894, 64,  0,   0.000,   0.000,   0.000,   0.167,  17.673,   4.909,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  76.992
13:47:28:257, 40814705955850,  141.357,   57.000, 3800,  20.202,2878.935, 799.704,  15.657,2219.198, 616.444, 67,  0,   0.000,   0.000,   0.000,   0.029,  17.676,   4.910,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  82.432
13:47:28:377, 40814995874580,  141.477,   53.000, 3800,  18.041,2881.097, 800.305,  13.422,2220.807, 616.891, 65,  0,   0.000,   0.000,   0.000,   0.123,  17.691,   4.914,  24.000,  51.000, 105.000,   0.000,   0.000,   47,  91.129
13:47:28:488, 40815265175601,  141.588,   50.000, 3800,  17.941,2883.094, 800.859,  13.406,2222.299, 617.305, 67,  0,   0.000,   0.000,   0.000,   0.077,  17.700,   4.917,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  88.371
13:47:28:594, 40815521023233,  141.694,   55.000, 3200,  20.931,2885.308, 801.474,  16.399,2224.033, 617.787, 65,  0,   0.000,   0.000,   0.000,   0.013,  17.701,   4.917,  24.000,  51.000, 105.000,   0.000,   0.000,    8,  81.693
13:47:28:719, 40815824223063,  141.819,   56.000, 2900,  18.706,2887.652, 802.126,  14.020,2225.790, 618.275, 65,  0,   0.000,   0.000,   0.000,   0.171,  17.723,   4.923,  24.000,  51.000, 105.000,   0.000,   0.000,   91,  92.511
13:47:28:827, 40816084653979,  141.927,   54.000, 3800,  17.058,2889.488, 802.636,  12.446,2227.130, 618.647, 63,  0,   0.000,   0.000,   0.000,   0.083,  17.732,   4.925,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  84.873
13:47:28:950, 40816383163855,  142.050,   63.000, 3400,  21.835,2892.183, 803.384,  17.139,2229.245, 619.235, 66,  0,   0.000,   0.000,   0.000,   0.155,  17.751,   4.931,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  88.674
13:47:29:075, 40816683939632,  142.175,   61.000, 3400,  18.985,2894.543, 804.040,  14.459,2231.043, 619.734, 64,  0,   0.000,   0.000,   0.000,   0.012,  17.752,   4.931,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  87.941
13:47:29:197, 40816980261270,  142.297,   69.000, 3400,  21.504,2897.177, 804.771,  16.655,2233.083, 620.301, 66,  0,   0.000,   0.000,   0.000,   0.212,  17.778,   4.938,  24.000,  51.000, 105.000,   0.000,   0.000,  144,  72.544
13:47:29:320, 40817276762742,  142.420,   55.000, 3600,  18.534,2899.448, 805.402,  13.880,2234.784, 620.773, 65,  0,   0.000,   0.000,   0.000,   0.134,  17.795,   4.943,  24.000,  51.000, 105.000,   0.000,   0.000,  120,  50.345
