System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:20:55:649, 36961843401546,  218.872,   31.000, 3800,  12.190,1704.544, 473.484,   9.325,1024.299, 284.527, 51,  0,   0.000,   0.000,   0.000,   0.122,  32.489,   9.025,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  94.239
13:20:55:772, 36962139846454,  218.995,   32.000, 3600,  15.450,1706.437, 474.010,  12.288,1025.805, 284.946, 49,  0,   0.000,   0.000,   0.000,   0.289,  32.524,   9.034,  24.000,  51.000, 105.000,   0.000,   0.000,  270,  60.751
13:20:55:881, 36962403120080,  219.103,   28.000, 1300,   4.943,1706.975, 474.160,   2.200,1026.044, 285.012, 48,  0,   0.000,   0.000,   0.000,   0.153,  32.541,   9.039,  24.000,  51.000, 105.000,   0.000,   0.000,  273,  56.763
13:20:55:990, 36962666849753,  219.212,   31.000, 1400,   4.620,1707.479, 474.300,   1.984,1026.260, 285.072, 48,  0,   0.000,   0.000,   0.000,   0.073,  32.549,   9.041,  24.000,  51.000, 105.000,   0.000,   0.000,   95,  63.536
13:20:56:114, 36962966424213,  219.336,   28.000, 1300,   4.642,1708.054, 474.459,   1.956,1026.503, 285.140, 47,  0,   0.000,   0.000,   0.000,   0.159,  32.568,   9.047,  24.000,  51.000, 105.000,   0.000,   0.000,  270,  54.152
13:20:56:239, 36963269136819,  219.461,   29.000, 1300,   4.411,1708.606, 474.613,   1.766,1026.724, 285.201, 47,  0,   0.000,   0.000,   0.000,   0.158,  32.588,   9.052,  24.000,  51.000, 105.000,   0.000,   0.000,  278,  66.176
13:20:56:362, 36963568890739,  219.585,   25.000, 1400,   4.278,1709.136, 474.760,   1.633,1026.926, 285.257, 47,  0,   0.000,   0.000,   0.000,   0.141,  32.606,   9.057,  24.000,  51.000, 105.000,   0.000,   0.000,  288,  57.819
13:20:56:471, 36963831587096,  219.694,   31.000, 1300,   4.980,1709.676, 474.910,   1.565,1027.096, 285.304, 48,  0,   0.000,   0.000,   0.000,   0.131,  32.620,   9.061,  24.000,  51.000, 105.000,   0.000,   0.000,  305,  61.971
13:20:56:596, 36964133828792,  219.819,   33.000, 1300,   5.380,1710.349, 475.097,   1.849,1027.327, 285.369, 47,  0,   0.000,   0.000,   0.000,   0.152,  32.639,   9.066,  24.000,  51.000, 105.000,   0.000,   0.000,  195,  54.556
13:20:56:720, 36964433029950,  219.943,   34.000, 1300,   4.952,1710.961, 475.267,   1.684,1027.535, 285.426, 46,  0,   0.000,   0.000,   0.000,   0.031,  32.643,   9.067,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  94.903
13:20:56:845, 36964737118483,  220.068,   32.000, 1400,   5.278,1711.624, 475.451,   2.405,1027.838, 285.510, 47,  0,   0.000,   0.000,   0.000,   0.195,  32.667,   9.074,  24.000,  51.000, 105.000,   0.000,   0.000,  307,  60.840
13:20:56:986, 36965076321602,  220.208,   29.000, 2900,   8.053,1712.754, 475.765,   4.898,1028.524, 285.701, 47,  0,   0.000,   0.000,   0.000,   0.196,  32.695,   9.082,  24.000,  51.000, 105.000,   0.000,   0.000,  225,  60.664
13:20:57:111, 36965379079278,  220.334,   29.000, 3800,  14.421,1714.558, 476.266,  11.137,1029.918, 286.088, 50,  0,   0.000,   0.000,   0.000,   0.160,  32.715,   9.087,  24.000,  51.000, 105.000,   0.000,   0.000,  128,  81.391
13:20:57:235, 36965678966646,  220.458,   30.000, 2900,  13.741,1716.262, 476.739,   9.931,1031.149, 286.430, 50,  0,   0.000,   0.000,   0.000,   0.083,  32.725,   9.090,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  93.723
13:20:57:344, 36965944579562,  220.567,   24.000, 1300,   5.537,1716.870, 476.908,   2.365,1031.409, 286.502, 47,  0,   0.000,   0.000,   0.000,   0.236,  32.751,   9.097,  24.000,  51.000, 105.000,   0.000,   0.000,  270,  54.301
13:20:57:469, 36966245548865,  220.692,   27.000, 1500,   5.320,1717.532, 477.092,   2.136,1031.675, 286.576, 47,  0,   0.000,   0.000,   0.000,   0.023,  32.754,   9.098,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  76.825
13:20:57:577, 36966507069166,  220.800,   28.000, 1500,   4.047,1717.969, 477.214,   1.546,1031.842, 286.623, 47,  0,   0.000,   0.000,   0.000,   0.035,  32.758,   9.099,  24.000,  51.000, 105.000,   0.000,   0.000,   51,  49.693
13:20:57:701, 36966808360422,  220.924,   26.000, 1300,   4.986,1718.590, 477.386,   1.894,1032.078, 286.688, 47,  0,   0.000,   0.000,   0.000,   0.039,  32.762,   9.101,  24.000,  51.000, 105.000,   0.000,   0.000,  844,  25.956
13:20:57:811, 36967072974355,  221.034,   25.000, 1300,   4.145,1719.043, 477.512,   1.346,1032.225, 286.729, 47,  0,   0.000,   0.000,   0.000,   0.075,  32.771,   9.103,  24.000,  51.000, 105.000,   0.000,   0.000,   86,  39.347
13:20:57:920, 36967336402725,  221.143,   28.000, 1300,   4.142,1719.494, 477.637,   1.340,1032.371, 286.770, 46,  0,   0.000,   0.000,   0.000,   0.025,  32.773,   9.104,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  63.088
13:20:58:045, 36967638294271,  221.267,   29.000, 1300,   4.642,1720.073, 477.798,   1.605,1032.571, 286.825, 47,  0,   0.000,   0.000,   0.000,   0.047,  32.779,   9.105,  24.000,  51.000, 105.000,   0.000,   0.000,  855,  29.135
13:20:58:155, 36967905111812,  221.378,   21.000, 1300,   3.340,1720.442, 477.901,   1.115,1032.694, 286.859, 46,  0,   0.000,   0.000,   0.000,   0.032,  32.783,   9.106,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  58.998
13:20:58:281, 36968209574645,  221.504,   26.000, 1900,   4.705,1721.034, 478.065,   2.118,1032.960, 286.933, 46,  0,   0.000,   0.000,   0.000,   0.101,  32.795,   9.110,  24.000,  51.000, 105.000,   0.000,   0.000,  114,  83.874
13:20:58:405, 36968509900618,  221.628,   24.000, 1500,   6.223,1721.807, 478.280,   3.693,1033.419, 287.061, 47,  0,   0.000,   0.000,   0.000,   0.055,  32.802,   9.112,  24.000,  51.000, 105.000,   0.000,   0.000,   80,  79.645
13:20:58:529, 36968809902304,  221.752,   30.000, 3800,   9.274,1722.957, 478.599,   6.601,1034.238, 287.288, 52,  0,   0.000,   0.000,   0.000,   0.054,  32.809,   9.114,  24.000,  51.000, 105.000,   0.000,   0.000,  833,  28.268
13:20:58:638, 36969073787721,  221.861,   27.000, 3800,  14.887,1724.581, 479.050,  12.003,1035.547, 287.652, 55,  0,   0.000,   0.000,   0.000,   0.028,  32.812,   9.114,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  67.480
13:20:58:763, 36969377012356,  221.986,   20.000, 1300,   5.571,1725.279, 479.244,   3.171,1035.944, 287.762, 49,  0,   0.000,   0.000,   0.000,   0.052,  32.818,   9.116,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  82.529
13:20:58:887, 36969676627035,  222.110,   22.000, 1300,   3.728,1725.741, 479.372,   1.334,1036.109, 287.808, 47,  0,   0.000,   0.000,   0.000,   0.091,  32.830,   9.119,  24.000,  51.000, 105.000,   0.000,   0.000,  230,  69.404
13:20:58:996, 36969940742616,  222.219,   25.000, 1300,   4.287,1726.209, 479.502,   1.165,1036.237, 287.843, 47,  0,   0.000,   0.000,   0.000,   0.064,  32.837,   9.121,  24.000,  51.000, 105.000,   0.000,   0.000,   84,  55.902
13:20:59:122, 36970243804360,  222.344,   22.000, 1300,   4.135,1726.727, 479.646,   1.220,1036.389, 287.886, 47,  0,   0.000,   0.000,   0.000,   0.079,  32.847,   9.124,  24.000,  51.000, 105.000,   0.000,   0.000,  794,  26.350
13:20:59:246, 36970545772910,  222.469,   25.000, 1300,   5.207,1727.377, 479.827,   1.362,1036.559, 287.933, 46,  0,   0.000,   0.000,   0.000,   0.038,  32.851,   9.125,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  56.143
13:20:59:371, 36970847749702,  222.594,   24.000, 1300,   4.169,1727.897, 479.971,   1.317,1036.724, 287.979, 47,  0,   0.000,   0.000,   0.000,   0.087,  32.862,   9.128,  24.000,  51.000, 105.000,   0.000,   0.000,  124,  80.671
13:20:59:496, 36971149518659,  222.719,   26.000, 1300,   4.187,1728.419, 480.116,   1.259,1036.881, 288.022, 47,  0,   0.000,   0.000,   0.000,   0.037,  32.867,   9.130,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  80.675
13:20:59:621, 36971451385407,  222.844,   21.000, 1300,   3.488,1728.854, 480.237,   1.189,1037.029, 288.064, 46,  0,   0.000,   0.000,   0.000,   0.064,  32.875,   9.132,  24.000,  51.000, 105.000,   0.000,   0.000,  829,  21.286
13:20:59:746, 36971754928791,  222.969,   25.000, 1500,   6.412,1729.659, 480.461,   3.659,1037.488, 288.191, 50,  0,   0.000,   0.000,   0.000,   0.215,  32.902,   9.139,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  64.742
13:20:59:902, 36972130684054,  223.124,   28.000, 3800,   8.874,1731.037, 480.844,   5.985,1038.418, 288.449, 49,  0,   0.000,   0.000,   0.000,   0.219,  32.936,   9.149,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  91.502
13:21:00:024, 36972427472305,  223.247,   33.000, 3800,  15.701,1732.964, 481.379,  12.354,1039.934, 288.870, 55,  0,   0.000,   0.000,   0.000,   0.445,  32.990,   9.164,  24.000,  51.000, 105.000,   0.000,   0.000,  217,  70.316
13:21:00:148, 36972725757639,  223.370,   27.000, 1300,   7.118,1733.841, 481.623,   3.965,1040.422, 289.006, 47,  0,   0.000,   0.000,   0.000,   0.436,  33.044,   9.179,  24.000,  51.000, 105.000,   0.000,   0.000,  162,  70.251
13:21:00:272, 36973027514088,  223.495,   31.000, 1300,   4.331,1734.381, 481.773,   1.647,1040.628, 289.063, 47,  0,   0.000,   0.000,   0.000,   0.204,  33.070,   9.186,  24.000,  51.000, 105.000,   0.000,   0.000,   96,  76.606
13:21:00:398, 36973331440185,  223.621,   26.000, 1300,   3.918,1734.874, 481.909,   1.406,1040.805, 289.112, 47,  0,   0.000,   0.000,   0.000,   0.131,  33.086,   9.191,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  79.351
13:21:00:522, 36973631005928,  223.745,   26.000, 1300,   4.084,1735.379, 482.050,   1.478,1040.988, 289.163, 47,  0,   0.000,   0.000,   0.000,   0.157,  33.105,   9.196,  24.000,  51.000, 105.000,   0.000,   0.000,   44,  76.803
13:21:00:645, 36973929257415,  223.868,   25.000, 1300,   5.065,1736.004, 482.223,   1.464,1041.168, 289.213, 46,  0,   0.000,   0.000,   0.000,   0.177,  33.127,   9.202,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  91.279
13:21:00:769, 36974228950138,  223.992,   30.000, 1300,   5.046,1736.629, 482.397,   1.534,1041.358, 289.266, 46,  0,   0.000,   0.000,   0.000,   0.152,  33.146,   9.207,  24.000,  51.000, 105.000,   0.000,   0.000,   54,  84.698
13:21:00:891, 36974523447940,  224.113,   26.000, 1300,   5.110,1737.251, 482.570,   1.474,1041.537, 289.316, 46,  0,   0.000,   0.000,   0.000,   0.222,  33.173,   9.215,  24.000,  51.000, 105.000,   0.000,   0.000,  222,  55.385
13:21:00:999, 36974784534085,  224.221,   40.000, 1400,   5.622,1737.858, 482.738,   2.074,1041.761, 289.378, 46,  0,   0.000,   0.000,   0.000,   0.192,  33.194,   9.220,  24.000,  51.000, 105.000,   0.000,   0.000,  255,  54.049
13:21:01:123, 36975084943835,  224.346,   58.000, 1400,  11.980,1739.345, 483.151,   8.622,1042.832, 289.676, 47,  0,   0.000,   0.000,   0.000,   0.454,  33.250,   9.236,  24.000,  51.000, 105.000,   0.000,   0.000,  363,  56.829
13:21:01:247, 36975384523408,  224.469,   34.000, 3800,   9.358,1740.504, 483.473,   5.579,1043.523, 289.867, 48,  0,   0.000,   0.000,   0.000,   0.398,  33.299,   9.250,  24.000,  51.000, 105.000,   0.000,   0.000,  222,  64.295
13:21:01:372, 36975687605060,  224.595,   29.000, 3800,  14.537,1742.325, 483.979,  10.980,1044.898, 290.250, 52,  0,   0.000,   0.000,   0.000,   0.256,  33.331,   9.259,  24.000,  51.000, 105.000,   0.000,   0.000,  162,  77.099
13:21:01:497, 36975991073404,  224.720,   27.000, 2900,  11.973,1743.827, 484.396,   8.875,1046.012, 290.559, 49,  0,   0.000,   0.000,   0.000,   0.098,  33.344,   9.262,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  89.081
13:21:01:606, 36976254413880,  224.829,   28.000, 3100,   7.424,1744.635, 484.621,   4.468,1046.498, 290.694, 48,  0,   0.000,   0.000,   0.000,   0.279,  33.374,   9.271,  24.000,  51.000, 105.000,   0.000,   0.000,  184,  75.890
13:21:01:715, 36976518605356,  224.938,   23.000, 2900,   9.925,1745.719, 484.922,   6.946,1047.257, 290.905, 47,  0,   0.000,   0.000,   0.000,   0.226,  33.399,   9.277,  24.000,  51.000, 105.000,   0.000,   0.000,  245,  45.050
13:21:01:825, 36976784051023,  225.048,   21.000, 1500,   6.819,1746.468, 485.130,   4.012,1047.697, 291.027, 47,  0,   0.000,   0.000,   0.000,   0.203,  33.421,   9.284,  24.000,  51.000, 105.000,   0.000,   0.000,  178,  74.987
13:21:01:949, 36977084755928,  225.172,   24.000, 1300,   5.681,1747.174, 485.326,   2.351,1047.989, 291.108, 46,  0,   0.000,   0.000,   0.000,   0.189,  33.445,   9.290,  24.000,  51.000, 105.000,   0.000,   0.000,  285,  56.318
13:21:02:074, 36977386638211,  225.297,   25.000, 1300,   6.480,1747.982, 485.551,   3.513,1048.427, 291.230, 47,  0,   0.000,   0.000,   0.000,   0.353,  33.489,   9.302,  24.000,  51.000, 105.000,   0.000,   0.000,  328,  51.785
13:21:02:183, 36977649162867,  225.406,   26.000, 1300,   5.058,1748.531, 485.703,   1.681,1048.610, 291.280, 47,  0,   0.000,   0.000,   0.000,   0.113,  33.501,   9.306,  24.000,  51.000, 105.000,   0.000,   0.000,  102,  76.850
13:21:02:307, 36977950271882,  225.530,   32.000, 1400,   5.647,1749.234, 485.898,   2.916,1048.973, 291.381, 47,  0,   0.000,   0.000,   0.000,   0.051,  33.507,   9.308,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  96.064
13:21:02:417, 36978215580921,  225.640,   29.000, 1300,   4.297,1749.705, 486.029,   1.746,1049.164, 291.435, 47,  0,   0.000,   0.000,   0.000,   0.060,  33.514,   9.309,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  83.559
13:21:02:526, 36978479274348,  225.749,   38.000, 1500,   5.825,1750.340, 486.206,   3.171,1049.510, 291.531, 46,  0,   0.000,   0.000,   0.000,   0.005,  33.514,   9.310,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  91.507
13:21:02:649, 36978777059514,  225.872,   27.000, 1500,   8.411,1751.376, 486.493,   4.896,1050.113, 291.698, 48,  0,   0.000,   0.000,   0.000,   0.235,  33.543,   9.318,  24.000,  51.000, 105.000,   0.000,   0.000,  314,  48.010
13:21:02:775, 36979082154339,  225.998,   33.000, 3800,  14.550,1753.211, 487.003,  11.383,1051.548, 292.097, 52,  0,   0.000,   0.000,   0.000,   0.291,  33.580,   9.328,  24.000,  51.000, 105.000,   0.000,   0.000,  259,  63.855
13:21:02:900, 36979383971442,  226.123,   28.000, 1500,  12.581,1754.780, 487.439,   9.078,1052.681, 292.411, 47,  0,   0.000,   0.000,   0.000,   0.065,  33.588,   9.330,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  97.301
13:21:03:009, 36979649140482,  226.232,   28.000, 1400,   4.398,1755.262, 487.573,   1.783,1052.876, 292.466, 48,  0,   0.000,   0.000,   0.000,   0.030,  33.591,   9.331,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  83.024
13:21:03:134, 36979949663406,  226.356,   32.000, 1300,   5.118,1755.898, 487.749,   2.496,1053.186, 292.552, 47,  0,   0.000,   0.000,   0.000,   0.043,  33.597,   9.332,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  92.230
13:21:03:258, 36980250477423,  226.481,   28.000, 1400,   4.819,1756.497, 487.916,   1.785,1053.408, 292.613, 47,  0,   0.000,   0.000,   0.000,   0.168,  33.618,   9.338,  24.000,  51.000, 105.000,   0.000,   0.000,  260,  64.571
13:21:03:367, 36980514026699,  226.590,   24.000, 1300,   6.367,1757.191, 488.109,   2.214,1053.649, 292.680, 47,  0,   0.000,   0.000,   0.000,   0.192,  33.638,   9.344,  24.000,  51.000, 105.000,   0.000,   0.000,  323,  62.150
13:21:03:491, 36980814671514,  226.714,   25.000, 1300,   4.881,1757.797, 488.277,   1.613,1053.850, 292.736, 46,  0,   0.000,   0.000,   0.000,   0.071,  33.647,   9.346,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  74.395
13:21:03:616, 36981115665076,  226.838,   30.000, 1300,   5.539,1758.487, 488.468,   1.932,1054.090, 292.803, 47,  0,   0.000,   0.000,   0.000,   0.060,  33.655,   9.349,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  96.402
13:21:03:741, 36981419380487,  226.964,   26.000, 1300,   4.599,1759.064, 488.629,   1.626,1054.294, 292.860, 47,  0,   0.000,   0.000,   0.000,   0.024,  33.658,   9.349,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  85.968
13:21:03:864, 36981717024649,  227.087,   30.000, 1300,   4.930,1759.670, 488.797,   1.704,1054.504, 292.918, 46,  0,   0.000,   0.000,   0.000,   0.018,  33.660,   9.350,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  86.539
13:21:03:989, 36982017933462,  227.211,   32.000, 1400,   6.051,1760.423, 489.006,   3.325,1054.918, 293.033, 46,  0,   0.000,   0.000,   0.000,   0.036,  33.664,   9.351,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  95.634
13:21:04:115, 36982323860149,  227.338,   28.000, 3800,   8.824,1761.539, 489.316,   6.180,1055.699, 293.250, 47,  0,   0.000,   0.000,   0.000,   0.039,  33.669,   9.353,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  84.979
13:21:04:222, 36982582919646,  227.445,   33.000, 3800,  14.651,1763.108, 489.752,  11.785,1056.961, 293.600, 51,  0,   0.000,   0.000,   0.000,   0.021,  33.672,   9.353,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  89.268
13:21:04:346, 36982881829670,  227.568,   39.000, 2700,  14.579,1764.909, 490.253,  11.059,1058.328, 293.980, 49,  0,   0.000,   0.000,   0.000,   0.094,  33.683,   9.356,  24.000,  51.000, 105.000,   0.000,   0.000,   52,  95.457
13:21:04:455, 36983145866907,  227.678,   30.000, 1300,   5.573,1765.517, 490.421,   1.973,1058.543, 294.040, 47,  0,   0.000,   0.000,   0.000,   0.058,  33.689,   9.358,  24.000,  51.000, 105.000,   0.000,   0.000,   85,  91.506
13:21:04:564, 36983409268050,  227.787,   36.000, 1300,   5.144,1766.077, 490.577,   2.118,1058.774, 294.104, 47,  0,   0.000,   0.000,   0.000,   0.016,  33.691,   9.359,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  92.401
13:21:04:673, 36983672811477,  227.895,   30.000, 1300,   5.351,1766.660, 490.739,   1.436,1058.930, 294.147, 47,  0,   0.000,   0.000,   0.000,   0.044,  33.696,   9.360,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  92.045
13:21:04:796, 36983971304800,  228.019,   31.000, 1300,   5.165,1767.298, 490.916,   1.841,1059.157, 294.210, 47,  0,   0.000,   0.000,   0.000,   0.164,  33.716,   9.366,  24.000,  51.000, 105.000,   0.000,   0.000,  266,  67.681
13:21:04:919, 36984268548915,  228.142,   30.000, 1300,   5.885,1768.021, 491.117,   2.482,1059.462, 294.295, 47,  0,   0.000,   0.000,   0.000,   0.104,  33.729,   9.369,  24.000,  51.000, 105.000,   0.000,   0.000,  186,  71.410
13:21:05:045, 36984572814847,  228.267,   24.000, 1300,   3.967,1768.520, 491.255,   1.555,1059.658, 294.349, 46,  0,   0.000,   0.000,   0.000,   0.067,  33.737,   9.372,  24.000,  51.000, 105.000,   0.000,   0.000,  716,  15.722
13:21:05:171, 36984877908644,  228.394,   28.000, 1300,   4.189,1769.048, 491.402,   1.805,1059.885, 294.413, 46,  0,   0.000,   0.000,   0.000,   0.043,  33.743,   9.373,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  61.649
13:21:05:295, 36985178481308,  228.518,   25.000, 1300,   5.066,1769.677, 491.577,   2.450,1060.190, 294.497, 47,  0,   0.000,   0.000,   0.000,   0.121,  33.758,   9.377,  24.000,  51.000, 105.000,   0.000,   0.000,  209,  68.015
13:21:05:418, 36985475391858,  228.641,   27.000, 2000,   4.760,1770.261, 491.739,   2.227,1060.463, 294.573, 46,  0,   0.000,   0.000,   0.000,   0.039,  33.763,   9.379,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  25.598
13:21:05:542, 36985775229368,  228.765,   26.000, 2500,   6.628,1771.083, 491.967,   4.202,1060.984, 294.718, 47,  0,   0.000,   0.000,   0.000,   0.004,  33.763,   9.379,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  85.125
13:21:05:666, 36986076113324,  228.889,   27.000, 3800,  12.003,1772.576, 492.382,   8.173,1062.000, 295.000, 53,  0,   0.000,   0.000,   0.000,   0.031,  33.767,   9.380,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  84.192
13:21:05:774, 36986337326419,  228.997,   27.000, 3800,  15.201,1774.217, 492.838,  11.933,1063.289, 295.358, 54,  0,   0.000,   0.000,   0.000,   0.057,  33.773,   9.381,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  88.516
13:21:05:883, 36986600997319,  229.106,   25.000, 1300,   6.549,1774.931, 493.036,   3.395,1063.659, 295.461, 47,  0,   0.000,   0.000,   0.000,   0.017,  33.775,   9.382,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  86.076
13:21:06:007, 36986901009482,  229.230,   28.000, 1300,   5.223,1775.579, 493.216,   2.564,1063.977, 295.549, 47,  0,   0.000,   0.000,   0.000,   0.048,  33.781,   9.384,  24.000,  51.000, 105.000,   0.000,   0.000,  570,  31.158
13:21:06:124, 36987186284588,  229.348,   32.000, 1300,   5.448,1776.221, 493.395,   1.394,1064.141, 295.595, 46,  0,   0.000,   0.000,   0.000,   0.021,  33.784,   9.384,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  55.202
13:21:06:244, 36987475403955,  229.467,   28.000, 1300,   4.158,1776.718, 493.533,   1.311,1064.298, 295.638, 47,  0,   0.000,   0.000,   0.000,   0.040,  33.788,   9.386,  24.000,  51.000, 105.000,   0.000,   0.000,  468,  34.320
13:21:06:365, 36987767361331,  229.588,   23.000, 1300,   3.905,1777.189, 493.664,   1.135,1064.435, 295.676, 46,  0,   0.000,   0.000,   0.000,   0.090,  33.799,   9.389,  24.000,  51.000, 105.000,   0.000,   0.000,   78,  26.168
13:21:06:489, 36988067045133,  229.712,   25.000, 1300,   3.440,1777.615, 493.782,   1.191,1064.582, 295.717, 47,  0,   0.000,   0.000,   0.000,   0.031,  33.803,   9.390,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  64.459
13:21:06:613, 36988366167251,  229.835,   21.000, 1300,   3.390,1778.034, 493.898,   1.173,1064.727, 295.758, 46,  0,   0.000,   0.000,   0.000,   0.063,  33.811,   9.392,  24.000,  51.000, 105.000,   0.000,   0.000,  577,  16.077
13:21:06:737, 36988666287963,  229.960,   20.000, 1300,   3.139,1778.424, 494.007,   1.016,1064.854, 295.793, 47,  0,   0.000,   0.000,   0.000,   0.042,  33.816,   9.393,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  46.530
13:21:06:862, 36988967999466,  230.084,   23.000, 2000,   3.980,1778.920, 494.144,   1.482,1065.038, 295.844, 46,  0,   0.000,   0.000,   0.000,   0.075,  33.825,   9.396,  24.000,  51.000, 105.000,   0.000,   0.000,  154,  76.772
13:21:06:985, 36989267022329,  230.208,   31.000, 2400,   6.224,1779.689, 494.358,   3.734,1065.500, 295.972, 48,  0,   0.000,   0.000,   0.000,   0.018,  33.828,   9.397,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  74.489
13:21:07:108, 36989564406689,  230.331,   30.000, 3800,   7.611,1780.625, 494.618,   5.056,1066.121, 296.145, 49,  0,   0.000,   0.000,   0.000,   0.040,  33.833,   9.398,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  83.779
13:21:07:218, 36989829685207,  230.440,   31.000, 3800,  14.152,1782.177, 495.049,  11.244,1067.354, 296.487, 50,  0,   0.000,   0.000,   0.000,   0.126,  33.846,   9.402,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  90.563
13:21:07:344, 36990134517659,  230.566,   30.000, 2900,  14.443,1783.997, 495.555,  10.924,1068.731, 296.870, 49,  0,   0.000,   0.000,   0.000,   0.449,  33.903,   9.417,  24.000,  51.000, 105.000,   0.000,   0.000,   74,  94.243
13:21:07:454, 36990400800270,  230.677,   27.000, 1300,   7.135,1784.782, 495.773,   2.572,1069.014, 296.948, 47,  0,   0.000,   0.000,   0.000,   0.230,  33.928,   9.425,  24.000,  51.000, 105.000,   0.000,   0.000,   54,  74.756
13:21:07:563, 36990666203421,  230.786,   28.000, 1300,   4.504,1785.276, 495.910,   1.483,1069.177, 296.994, 47,  0,   0.000,   0.000,   0.000,   0.111,  33.940,   9.428,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  94.539
13:21:07:673, 36990931990377,  230.896,   30.000, 1300,   5.175,1785.845, 496.068,   1.554,1069.347, 297.041, 46,  0,   0.000,   0.000,   0.000,   0.128,  33.954,   9.432,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  92.523
13:21:07:797, 36991231900565,  231.020,   29.000, 1300,   4.044,1786.346, 496.207,   1.508,1069.534, 297.093, 46,  0,   0.000,   0.000,   0.000,   0.172,  33.976,   9.438,  24.000,  51.000, 105.000,   0.000,   0.000,   96,  86.896
13:21:07:922, 36991533455141,  231.145,   39.000, 1300,   5.712,1787.058, 496.405,   1.969,1069.780, 297.161, 46,  0,   0.000,   0.000,   0.000,   0.358,  34.021,   9.450,  24.000,  51.000, 105.000,   0.000,   0.000,  319,  51.842
13:21:08:031, 36991798445474,  231.254,   36.000, 1300,   5.006,1787.607, 496.557,   2.007,1070.000, 297.222, 47,  0,   0.000,   0.000,   0.000,   0.298,  34.053,   9.459,  24.000,  51.000, 105.000,   0.000,   0.000,  186,  77.958
13:21:08:165, 36992121204339,  231.388,   34.000, 1300,   6.148,1788.427, 496.785,   1.972,1070.263, 297.295, 47,  0,   0.000,   0.000,   0.000,   0.392,  34.105,   9.474,  24.000,  51.000, 105.000,   0.000,   0.000,  292,  57.895
13:21:08:280, 36992398201042,  231.502,   33.000, 1300,   5.022,1789.002, 496.945,   1.816,1070.471, 297.353, 46,  0,   0.000,   0.000,   0.000,   0.272,  34.137,   9.482,  24.000,  51.000, 105.000,   0.000,   0.000,  286,  59.027
